회사명,고유번호
조흥제이차유동화전문유한회사,344348
보현종합건설,191375
ClariantInternationalLtd.,373003
스미스클라인비챰코리아,233130
유리씨디오그먼트채권혼합형펀드,435039
원주유선방송,430353
KTB에이플러스혼합형사모펀드,434304
골든웍스인베스트먼트,431176
파워외환카드제육차유동화전문유한회사,432713
"OCMEMERGINGMARKETSFUND,L.P.",393557
타미테크,273165
아이디지온,496562
대우캐피탈오토제십이차유동화전문유한회사,509909
두앤비제이차유동화전문유한회사,469726
금호피에프브이원자산관리,564146
에셈넷커뮤니케이션,386803
한일유앤아이제삼차유동화전문유한회사,594882
올댓케어,268923
예인콘트롤,289829
화음소,520744
제이원프로,323424
이화켐텍,582434
LG인터넷,249849
세운육삼제사차유동화,995595
로고스산업,1036312
플래티넘성장2호뮤추얼펀드,318079
중소기업제이차유동화전문유한회사,347390
재영실업,386104
국민옵티멈성장형일호증권투자회사,321693
월드에셋그랜드슬램이호성장형펀드,294830
넥스트미디어코퍼레이션,249627
에쓰아이디,258078
씨피에스테크놀러지,336376
페어웨이유동화전문유한회사,505930
데코빌유동화전문유한회사,507585
캐슬렉스칭따오,672038
라스트챌린지제일차,998006
대경주택,921572
대륜에너지,688783
신한카드이천십사의일유동화전문유한회사,1035599
씨앤에이치오토제십칠차유동화전문유한회사,1035605
대양썬글로벌,988461
원월드산업,1017609
안산유씨티,1014471
에이제이스틸,941716
케이제이엠파트너즈제오차,1040573
에프-엠모터파츠리미티드,428181
아이스퀘어,1077656
에버가드,1040379
아폴론,673046
첼린저제이십삼차유동화전문유한회사,1040449
제일탄소공업,1036349
경남은행,101363
광주은행,104078
성광산업,972327
중소기업제이십차유동화전문유한회사,778624
강동프로젝트금융투자,899130
우리정도,562315
부옥산업,124364
애플메모리얼아트,913643
삼우테크,963666
포도몰,971300
심엔터테인먼트,1067507
에이치건설,1025529
삼중건설,299622
신일씨엔아이,245904
두고테크,357050
에스모아제삼십이차유동화전문유한회사,1090295
경기화약,1089846
비투와이,621405
와이즈모바일제십육차유동화전문유한회사,1091823
용인상현제이차,906935
에프알아이디,1093885
에브리메디,1043640
하성엠엔씨,1085497
삼환주택건설,820608
피치,1023910
정명회계법인,783796
아이비에스제삼십일차,1089660
하이엠에프제일차,1089651
아이비에스제십육차,1089688
에프앤디시리즈5,1089679
유클리드제이차,1089697
원앤파트너스,1089882
아이케이산업개발,987639
서평에너지,765383
창성,1026801
비젼개발,496766
트랜스더멀아시아,953447
다옴시스템,973900
에이치피주택건설,670094
에이케이와이,933489
골드플러스제이차,1033847
대한민국투자개발,1078239
엔터메이트,1013108
세미원제이차,1096031
아이비에스제육차,986694
에프앤디시리즈12,1095971
에프앤디시리즈13,1095980
피앤에이치글로벌대부,1096925
하나지비티제일차,1062308
에스오엘,1042438
제이에스홀딩스,976165
양일,913403
에스에스아이에이치,983651
월드오토파트,1067978
슈퍼시리즈제일차유동화전문유한회사,1092497
디케이이앤엠,1091151
와이제이스카이,1037861
아이에프씨앤드에이,590433
유나이티드제일차유동화전문유한회사,826107
에이원도시개발,820237
케이와이로지스틱스,972910
스페스제삼차,1070325
빅토리창대산업개발,624907
비케이리소시스,1029613
지오엠씨,232317
유현디앤씨,1025972
솔레즈,873345
삼일,1019634
상림개발,675257
케이에스이,1021727
제일엔지니어링,943723
위셀,866433
가나중공업,674665
디디에이젼시,1011836
은하주택건설,1086627
한지산업개발,611587
랜드마크플러스,611523
인터랙티비,580339
자원메디칼,771108
엠에스라이팅,958381
진성물류,894320
록현산업개발,1042207
한신보일러,162106
성진이앤아이,866035
에스이엔에프,1040175
태경중공업,921031
비이컴즈,865780
비엠씨,1075427
오티움,809599
선국교역,486769
한국철도공사,585918
아이리스시스템,1128163
지엠알코리아,1128181
색동이제십육차유동화전문유한회사,1128109
에스모아제삼십팔차유동화전문유한회사,1114285
클러스시티,1139637
알에스그린,1108424
스포츠토토,370361
남영,966955
일우건설,765806
컴텔싸인,985349
화인이노베이션,1013852
보라디앤씨,958354
대지금속,971081
두중하남제삼차,1003703
두중하남제이차,1003697
두중하남제일차,804196
알앤원,258980
엠제이텐제삼차,1125379
엠제이텐제사차,1125388
인흥개발,1100963
엔에이치엘개발,585440
미지,1151897
비티씨(B.T.C),1147113
서창,814740
에스씨지디스플레이,1005765
케이비와이즈스타제1호기업구조조정부동산투자회사,808305
성진통상,833408
하남엠제사차,1003688
원기산삼,1106754
신씨네,548759
제이지티홀딩스,882936
아이비프로제삼차,1001468
아이비프로제사차,1001477
티월드제삼차유동화전문유한회사,1133192
회계법인성지,513355
코너스톤글로벌인베스트먼트,953845
케이에스알제일차,1112056
상무커뮤니케이션즈,1108479
상무시스템즈,1108460
그리니제오차,1087954
실버브릿지제일차,1126420
래피드플랜트제팔차,1126378
얼라이언스번스틴시카브,760485
얼라이언스번스틴,760494
남양주다산제일차,1107179
DMG(HongKong)GroupLimited,1108187
남양주다산제이차,1107188
칸서스제팔차,592574
에프앤디시리즈20,1132625
비디에스에프제칠차,1132616
엠씨답십리18유동화전문유한회사,1108655
뉴홍제아이파크제일차,1042164
대희,654500
베스트웨이제일차,1105940
아이스텀앤트러스트,632809
베스트웨이제이차,1105959
베스트웨이제삼차,1105968
베스트웨이제사차,1105977
베스트웨이제오차,1105986
천일국제보세창고,621168
씨디어댑코코리아,1063264
챔스제팔차,1122415
경남인베스트먼트,651062
프런티어제일차,1107504
하이유동화제십삼차,1107498
대승팜스,641737
메리츠오토제삼차유동화전문유한회사,1108682
오토모티브홀딩스코리아,489544
아로마스톤,1106055
농업회사법인만나타운,1147210
문정2구역제사차,1028003
문정2구역제육차,1035562
신한카드이천십일의삼유동화전문유한회사,884563
유에스제삼차유동화전문유한회사,840329
파로스네트웍스,1113532
에듀패스,130860
와이디강남분당제이차,1095078
뉴스타제이,943778
두드림전자,1096147
씨앤에이치오토제십구차유동화전문유한회사,1106842
농업회사법인한사랑,1135464
뉴위례푸르지오제사차,997186
우방건설,847003
로윈,480987
대현산업,785776
혜인자동차,1029002
아이디에이치,113632
중동건설,989983
에스케이엠,1156360
한국오티스양행,1025404
애드가디앤씨,1099719
케이디엠,817154
농헙회사법인한송,929264
화성양우내안애,1005756
엠스퀘어상봉제이차,1040032
셀트리온스킨큐어,670182
다윈인터내셔날,1012190
동함평산업단지개발,913722
세모콘,1072253
해오름건설,564854
씨아이제삼차,994523
"Grantham,Mayo,VanOtterloo&Co.LLC",463528
해승인터내셔날,1090532
모던건업,566603
이메닉스,1078567
한성아산제일차,1158270
구들장,891110
유티아이코리아,498490
THEGOVERNMENTOFSINGAPORE,419776
태승전자,1149476
신의기술,1037588
테론제일차,1129719
빌립보,473385
비엔티,1101272
거북선7호선박투자회사,837680
삼양강업,1085415
지에이테크,1075506
성취,797595
동양고압산업,1013533
정수리조트,1152559
아이에스이인베스트먼트,1148273
한국라텍스공업,364102
선화기업,1088014
에이플렉스,1024487
에이원탑,886321
아이사랑,688835
교동국제해운,1030798
지아이에스씨,922395
하울리얼티,612841
에이스유,639848
케이에이치케미컬,670304
명진알엔에프,1146673
더월테크,893756
대성정기,110574
삼호테크,936954
칼제육차유동화전문유한회사,859080
에스디라이프제일차,1011809
KINGPOWERINTERNATIONALLIMITED,1063255
점프제이차유동화전문유한회사,785226
피피아이유동화전문유한회사,789958
대동방화문,919203
골든이글매니지먼트,1055575
한울파트너스,1055584
오쎄인,1035225
오리엔트마린,522900
케이알제이차유동화전문유한회사,978491
포스하이메탈,792110
퍼스트홈론제팔차유동화전문유한회사,642745
일우씨앤피,1009798
아이브인베스터스,710781
정안회계법인,1076107
한국제일차외화표시에이비에스유동화전문유한회사,324159
에스엠골드,591061
제이앤제이,589695
신영,1038569
대림프라자,1038286
에이치앤제이투자,998750
갑을건설,1037791
좋은산업개발,942283
신한카드이천십일의일유동화전문유한회사,852999
메쯔디엔엠,523893
삼성신한아하론삼차유동화전문유한회사,459525
에셋외환카드제삼차유동화전문유한회사,436348
사람과미래유동화전문유한회사,468365
럭키테마닷컴,348441
코쿠사이증권서울지점,351393
JardineFlemingKoreaTrust,349079
프론티어제육차유동화전문유한회사,403261
한국정밀기공업,362566
유리차익거래혼합형사모펀드,433448
성진네텍,268066
씨테크놀로지시스템,305367
지팬,323646
벤처허브,332194
가자아이,343446
인터큐브,368339
헤르메스기업인수증권투자회사1호,538424
피델리티인베스트먼트트러스트:피델리티시리즈이멀징마켓펀드,897123
중외정보기술,617305
효성캐피탈제십차유동화전문유한회사,1020074
유티씨앤컴퍼니,684617
목동종합건설,522511
"LibertySquareOffshorePartners,Ltd",479501
미화당,122092
데이콤시스템테크놀로지,239620
씨제이제일차유동화전문유한회사,388759
청영종합건설,251835
트레이드메리타임에스에이,421249
건영유통건설산업,262956
삼용운수,1042368
카스토르제사차,1003323
정오교통,941363
공무원연금관리공단,741134
글로벌케이제일차,1042386
현보하이텍,1044393
캠코제십차합작투자유동화전문유한회사,846165
쓰리디플러스,1021073
트루프랜드경산제사차,1049486
티큐테크놀러지,1049769
오토피아제오십오차유동화전문유한회사,1049787
대선주택건설,505125
대웅,1045949
서울상호저축은행,130815
더블에스,1042021
